Marca temporal;Sexo;Edad;¿En qué barrio vivís?;¿Con qué frecuencia visitás el restaurante?;¿Cuál es el motivo principal de tus visitas?;¿Qué aspectos te motivan a elegir el restaurante?;¿Cómo definirías al restaurante?;¿Cómo calificarías la calidad de nuestros platos?;¿Qué opinás sobre nuestro servicio al cliente?;¿Qué opinás sobre la atmósfera y el diseño interior del lugar?;¿Qué aspectos de la ambientación sugerís mejorar?;De lo que hayas probado, ¿cuáles son tus preferidos del menú?;¿Hay algún plato o bebida que te gustaría que agreguemos al menú?;¿Experimentaste algún problema o inconveniente durante tus visitas al restaurante? Especificar si corresponde;¿Estarías interesado en eventos especiales organizados por nosotros? Ejemplo: cenas temáticas, catas de vino, noche de música en vivo, etc.;¿Tenés alguna recomendación o sugerencia para mejorar el restaurante?;;Puntuación
8/22/2023 21:58:02;Mujer;26 a 35 años;Bella vista ;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Comodidad del mobiliario;Calzone ;;;Si, me gustan este tipo de eventos;;;0
8/22/2023 22:31:13;Mujer;36 a 45 años;Malvin;Ocasionalmente;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Comodidad del mobiliario;Hamburguesa vegetariana;Mas menú vegetariano;Todo excelente ;Si, me gustan este tipo de eventos;;;0
8/22/2023 23:15:52;Hombre;46 a 55 años;Solymar ;Ocasionalmente;Comidas de negocios;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez;Familiar, Bar de siempre, Bar que te atienden como restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Música, Ventilación;La parrilla y las pastas ;Tragos ;Ninguno;Si, me gustan este tipo de eventos;;;0
8/23/2023 14:45:04;Mujer;36 a 45 años;;Es mi primera visita;Comidas de negocios;Ubicación conveniente;Familiar;Aceptable;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Decoración ;;;;;;;0
8/23/2023 21:14:53;Mujer;46 a 55 años;Carrasco ;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Música;Chivito de la casa;Ninguno ;Noŵ;Si, me gustan este tipo de eventos;No;;0
8/23/2023 23:06:43;Mujer;46 a 55 años;El Pinar;Ocasionalmente;Reuniones con amigos;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente, La decoración del lugar, Recomendación de conocidos o reseñas positivas;Familiar, Bar de siempre;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;Parrilla en general, gramajo, pastas.;;;Si, me gustan este tipo de eventos;;;0
8/24/2023 11:28:25;Hombre;65 a 75 años;Colonia Valdense ;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Mesas y sillas más cómodas ;Risottos paella ;;;No, no estoy interesado en este tipo de actividades;;;0
8/24/2023 12:21:22;Mujer;18 a 25 años;;Es mi primera visita;Comidas familiares;Recomendación de conocidos o reseñas positivas;Familiar, Restaurante, Bar;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;;;Más comida vegetariana ;;;;;0
8/24/2023 12:25:25;Hombre;46 a 55 años;Carrasco Norte;Ocasionalmente;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez, Ubicación conveniente;Familiar, Restaurante, Parrillada;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;PARRILLA Y ENSALADAS;NO , EXELENTE ;NO TODO PERFECTO ;No, no estoy interesado en este tipo de actividades;NO TODO ES EXELENTE;;0
8/24/2023 15:14:56;Mujer;56 a 65 años;San José de Carrasco;Ocasionalmente;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;No me importa mucho, lo importante es la comida;Calefacción;Milanesas, Chivitos, pastas, ;;No;;;;0
8/24/2023 15:19:19;Mujer;56 a 65 años;Carrasco;Varias veces al año;Comidas familiares;Ubicación y tradición ;Bar de siempre;Bueno;Bueno: en general estoy satisfecho con el servicio;No me gusta, creo que necesita un rediseño;Necesita reformular el  concepto del diseño ;Pizza Faina chivito ;Malta ;;No, no estoy interesado en este tipo de actividades;Soy interiorista, experta en experiencias, entiendo que sería bueno ponerse al día en este asunto fundamental para volver al espíritu tradicional de este bar. ;;0
8/24/2023 16:29:26;Mujer;18 a 25 años;Maldonado, punta del este.;Ocasionalmente;Cenas románticas o especiales en pareja;Variedad y calidad del menú, Tradición e historia del lugar;Familiar, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;Cazuela de pollo a la española ;;;No, no estoy interesado en este tipo de actividades;;;0
8/24/2023 16:46:59;Mujer;36 a 45 años;Pinares;Varias veces al año;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez;Familiar;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;;Espinaca al graten!;;No;Si, me gustan este tipo de eventos;;;0
8/24/2023 18:15:13;;56 a 65 años;Pocitos;Varias veces al año;Reuniones con amigos;Tradición e historia del lugar, El ambiente y su calidez;Bar de siempre;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;Parrilla;;;Si, me gustan este tipo de eventos;;;0
8/24/2023 21:23:58;Hombre;46 a 55 años;Carrasco;Varias veces al año;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente, La decoración del lugar;Familiar, Restaurante, Bar que te atienden como restaurante, Parrillada;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;;Milanesas, chivitos, parrilla, espinaca a la crema;;No;No, no estoy interesado en este tipo de actividades;;;0
8/24/2023 21:28:25;Mujer;36 a 45 años;Carrasco;Ocasionalmente;Comidas familiares;Ubicación conveniente;Parrillada, El servicio demoró aunque había poca gente en el local ;;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Iluminación, Comodidad del mobiliario;La parrilla ;Cambiar la calidad de panera y salsas o paté en vez de manteca ya que es perjudicial para la salud;El plato elegido no estaba , la panera es de baja calidad;No, no estoy interesado en este tipo de actividades;Agregar en plato la guarnición  aunque modifique el precio;;0
8/24/2023 21:29:27;Mujer;46 a 55 años;Carrasco;Varias veces al año;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente;Familiar, Restaurante;Excelente;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;;Chivito, parilla, pasta;No;No;No, no estoy interesado en este tipo de actividades;No;;0
8/24/2023 21:29:33;;;Carrasco;Varias veces al año;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez, Ubicación conveniente;Familiar, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;Milanesa, chivito;Guaraná;No.;No, no estoy interesado en este tipo de actividades;No, es perfecto ;;0
8/24/2023 21:30:48;Hombre;Menor de 18 años;Carrasco;Varias veces al año;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez, La decoración del lugar, Ofertas y promociones especiales;Familiar, Restaurante, Bar, Bar que te atienden como restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;Milanesa con papafritas;Lehmeyun;No, nunca tuve ningún tipo de problema;;No, me parece que está perfecto así;;0
8/24/2023 23:06:38;Mujer;46 a 55 años;Carrasco;Varias veces al año;Reuniones con amigos;Variedad y calidad del menú;Bar de siempre;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Olores;Gramajo;;;No, no estoy interesado en este tipo de actividades;;;0
8/24/2023 23:07:02;Hombre;46 a 55 años;Solymar ;Una vez al mes o más;Cenas románticas o especiales en pareja;Variedad y calidad del menú;Bar de siempre;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Iluminación;Gramajo, faina;;No;No, no estoy interesado en este tipo de actividades;No;;0
8/24/2023 23:36:32;Hombre;46 a 55 años;Jardines;Ocasionalmente;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez;Bar que te atienden como restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;;;;Si, me gustan este tipo de eventos;No;;0
8/25/2023 0:13:09;Hombre;65 a 75 años;Solymar;Una vez al mes o más;Comidas familiares;Tradición e historia del lugar, El ambiente y su calidez;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;Comodidad del mobiliario;Milanesa a caballo y la mozarella;No;No;No, no estoy interesado en este tipo de actividades;Accesos ;;0
8/25/2023 13:13:38;Mujer;65 a 75 años;Carrasco;Semanalmente;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;;Ruido ambiente;Pescado;Sopa en invierno;No;Si, me gustan este tipo de eventos;Sigan asi;;0
8/25/2023 13:24:51;Hombre;18 a 25 años;Malvin norte ;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Música;Papas cheddar ;Fanta ;No ;No, no estoy interesado en este tipo de actividades;No ;;0
8/25/2023 13:38:17;Mujer;46 a 55 años;Barrio Ideal;Varias veces al año;Comidas familiares;Variedad y calidad del menú, Ubicación conveniente;Familiar;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Música;parrilla (todo);no;no;Si, me gustan este tipo de eventos;Que  se alargara el horario de cierre;;0
8/25/2023 13:52:18;Mujer;Menor de 18 años;Pocitos;Ocasionalmente;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Esta todo bien ;Milanesa con papas fritas ;No, esta bien ;No ;No, no estoy interesado en este tipo de actividades;No;;0
8/25/2023 13:53:05;Mujer;46 a 55 años;Pocitos;Ocasionalmente;Comidas familiares;Tradición e historia del lugar;Bar que te atienden como restaurante;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente;Húngaras, las mejoras!!! Pero he probado otros platos como pasta y siempre perfecto ;No ;No;No, no estoy interesado en este tipo de actividades;No;;0
8/25/2023 14:42:07;Mujer;Menor de 18 años;Pocitos;Ocasionalmente;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Nada;Milanesa;No;No;No, no estoy interesado en este tipo de actividades;No;;0
8/25/2023 17:22:44;Hombre;36 a 45 años;Carrasco ;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;Parrilla ;No;No;Si, me gustan este tipo de eventos;No;;0
8/25/2023 17:34:59;Hombre;65 a 75 años;Pocitos;Semanalmente;Comidas familiares;El ambiente y su calidez, Recomendación de conocidos o reseñas positivas;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Iluminación;Parrilla ;Ravioles a la caruso;.ninguno ;Si, me gustan este tipo de eventos;No;;0
8/25/2023 17:38:30;Hombre;26 a 35 años;Cordon;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez;Familiar, Restaurante, Bar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música, ;Parrilla ;Milanesas con fritas ;No. Nunca ;Si, me gustan este tipo de eventos;Ninguna ;;0
8/25/2023 21:08:10;Mujer;36 a 45 años;Barros blancos ;Ocasionalmente;Comidas familiares;Recomendación de conocidos o reseñas positivas;Familiar;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Comodidad del mobiliario;Asado;No ;No ;Si, me gustan este tipo de eventos;No ;;0
8/25/2023 21:37:01;Mujer;26 a 35 años;Malvin ;Una vez al mes o más;Cenas románticas o especiales en pareja;Variedad y calidad del menú;Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;Pizza y pasta ;Alguna opción mas vegetariana ;;Si, me gustan este tipo de eventos;Me gustaría una carta de tragos ;;0
8/26/2023 0:51:58;Mujer;36 a 45 años;Carrasco;Semanalmente;Comidas de negocios;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Ventilación;Patas y asado ;;En verano !el calor !!;Si, me gustan este tipo de eventos;;;0
8/26/2023 0:52:45;Hombre;46 a 55 años;Malvin;Semanalmente;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente;Familiar, Bar de siempre, Restaurante, Parrillada;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Calefacción, Baños;Ravioles a la italiana tiene un sabor especial como las pastas con ese tuco de la nona ;Comida mexicana ;No ;Si, me gustan este tipo de eventos;Una copa o un trago de bienvenida con el nombre de la casa ;;0
8/26/2023 10:48:57;Hombre;46 a 55 años;Portones;Ocasionalmente;Comidas de negocios;Ubicación conveniente;Restaurante;Excelente;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Comodidad del mobiliario;Todos correctos;Caipiriña ;;No, no estoy interesado en este tipo de actividades;;;0
8/26/2023 13:25:24;Mujer;36 a 45 años;Unión ;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente, Recomendación de conocidos o reseñas positivas;Familiar, Bar de siempre, Bar que te atienden como restaurante;Excelente;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Ruido ambiente;Milanesas!;Risotto;No ;Si, me gustan este tipo de eventos;Cuidar los precios ;;0
8/26/2023 13:43:01;Mujer;18 a 25 años;Centro;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente;Milanesa napolitana ;Moster ni;Ninguno;Si, me gustan este tipo de eventos;Por ahora Ninguna ;;0
8/26/2023 13:54:57;Hombre;36 a 45 años;Union;Semanalmente;Comidas familiares;Variedad y calidad del menú;Familiar;Bueno;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Olores;Milanesa ;;;;;;0
8/26/2023 21:14:11;Mujer;46 a 55 años;Prado;Ocasionalmente;Reuniones con amigos;Variedad y calidad del menú;Familiar;Excelente;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Ruido ambiente;Chivito;;;Si, me gustan este tipo de eventos;;;0
8/26/2023 21:43:46;Mujer;26 a 35 años;Malvin;Ocasionalmente;Comidas familiares;Variedad y calidad del menú;Familiar;Bueno;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Baños;Milanesa con pure;No;No;Si, me gustan este tipo de eventos;;;0
8/26/2023 22:24:06;Mujer;18 a 25 años;Carrasco;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez, Ubicación conveniente, La decoración del lugar;Familiar, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Baños;Arroz a la cubana, todos los tipos de pizza y las papas con cheddar y panceta;No;No;No, no estoy interesado en este tipo de actividades;No, todo excelente;;0
8/26/2023 22:29:06;Mujer;46 a 55 años;Carrasco ;Una vez al mes o más;Celebraciones;Variedad y calidad del menú, El ambiente y su calidez, Ubicación conveniente, La decoración del lugar;Familiar, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Baños;Pizzas y mariscos ;Nada que agregar;;No, no estoy interesado en este tipo de actividades;Ninguna;;0
8/26/2023 22:33:44;Mujer;46 a 55 años;Carrasco ;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez, Ubicación conveniente, La decoración del lugar;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Baños;Pizzas y mariscos ;Nada que agregar;Nunca;No, no estoy interesado en este tipo de actividades;Nada que mejorar. Felicitaciones!;;0
8/27/2023 13:22:00;Mujer;65 a 75 años;Punta Gorda;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Iluminación;Parrilla;No;No;Si, me gustan este tipo de eventos;No;;0
8/27/2023 13:56:20;Mujer;36 a 45 años;Malvin;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Familiar;Bueno;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;Ruido ambiente;Milanesas ;Tragos;;Si, me gustan este tipo de eventos;;;0
8/27/2023 13:58:13;Hombre;26 a 35 años;Malvin;Una vez al mes o más;Comidas familiares;Tradición e historia del lugar;Familiar, Bar de siempre, Restaurante, Bar que te atienden como restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente;Milanesa napolitana ;No;No;No, no estoy interesado en este tipo de actividades;;;0
8/27/2023 13:58:46;Mujer;56 a 65 años;Malvin;Ocasionalmente;Comidas familiares;Variedad y calidad del menú, Ubicación conveniente;Familiar, Parrillada;Bueno;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Ruido ambiente, Ventilación;Parrilla;No;No;No, no estoy interesado en este tipo de actividades;;;0
8/27/2023 14:12:31;Mujer;46 a 55 años;Pocitos;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;Merluza a la provenzal;;Ninguna ;Si, me gustan este tipo de eventos;;;0
8/27/2023 14:21:12;Hombre;56 a 65 años;Pocitos ;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;Colita de cuadril;;Ninguna ;Si, me gustan este tipo de eventos;;;0
8/27/2023 14:22:54;Mujer;26 a 35 años;Pocitos;Varias veces al año;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez, La decoración del lugar;Familiar, Restaurante, Bar que te atienden como restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente;;Más opciones vegetarianas;;No, no estoy interesado en este tipo de actividades;Agreguen más comida vegetariana por favor igual me gusta mucho su comida gracias :);;0
8/27/2023 14:45:57;Mujer;36 a 45 años;Malvin Norte;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez;Familiar, Bar que te atienden como restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Iluminación, Retiraria algunas de las plantas del cantero del salon central, ya que molestan al comensal;Parrilla;No;No;Si, me gustan este tipo de eventos;No;;0
8/27/2023 14:50:33;Mujer;46 a 55 años;La Blanqueada ;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Bar que te atienden como restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente;Parrilla;SUSHI;No;Si, me gustan este tipo de eventos;No;;0
8/27/2023 14:51:25;Hombre;46 a 55 años;Malvin;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, Ubicación conveniente;Familiar;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;;Chivito al plato;No;La última vez..gaste $1800 le dejé 130 pesos de propina al mozo y no le gustó....ni gracias dijo/////;Si, me gustan este tipo de eventos;Creo que al comprar la panera a partir de hace 2 meses encarecieron el gasto.  Yo no como pan/// venía semanalmente y ahora vengo menos por este motivo./;;0
8/27/2023 14:52:12;Mujer;36 a 45 años; Cordón ;Ocasionalmente;Comidas familiares;Ubicación conveniente;Restaurante;Bueno;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Iluminación, Ruido ambiente;Todo;No;No;No, no estoy interesado en este tipo de actividades;No;;0
8/27/2023 14:55:18;Hombre;65 a 75 años;Punta gorda;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente;Familiar, Parrillada;Excelente;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;Calefacción, Comodidad del mobiliario;Parrilla completa;No;No;Si, me gustan este tipo de eventos;Calefaccionar la parte de afuera .;;0
8/27/2023 15:00:05;Mujer;36 a 45 años;Unión ;Varias veces al año;Comidas familiares;Ofertas y promociones especiales;Familiar;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Ventilación;;;;Si, me gustan este tipo de eventos;;;0
8/27/2023 15:05:49;Hombre;36 a 45 años;Unión ;Ocasionalmente;Comidas familiares;Variedad y calidad del menú;Familiar;Bueno;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;Ruido ambiente;Varios ;Wraps, tacos ;;Si, me gustan este tipo de eventos;;;0
8/27/2023 15:15:15;Mujer;36 a 45 años;Capurro;Ocasionalmente;Comidas familiares;Tradición e historia del lugar;Familiar;Bueno;Bueno: en general estoy satisfecho con el servicio;No me gusta, creo que necesita un rediseño;Ruido ambiente, Ventilación;;Smirnoff ice;Tiempo de demora de atención del mozo ;No, no estoy interesado en este tipo de actividades;Mucho ruido;;0
8/27/2023 15:48:16;Mujer;65 a 75 años;Punta Carretas ;Varias veces al año;Reuniones con amigos;Variedad y calidad del menú;Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;Pizzas, faina, carnes;No;No;Si, me gustan este tipo de eventos;Fines de semana con show musical;;0
8/27/2023 15:48:19;Mujer;65 a 75 años;Malvin;Semanalmente;Reuniones con amigos;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente;Familiar, Bar de siempre;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;Asado, pizzas, salmón, milanesas. Postre Massini;Nada;Ninguna;Si, me gustan este tipo de eventos;Musica en vivo;;0
8/27/2023 19:33:58;Mujer;36 a 45 años;Ciudad de la Costa;Varias veces al año;Comidas familiares;Tradición e historia del lugar;Familiar, Bar de siempre;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;Sándwiches calientes;;;Si, me gustan este tipo de eventos;;;0
8/27/2023 22:49:17;Mujer;46 a 55 años;;Varias veces al año;Comidas familiares;El ambiente y su calidez;Bar de siempre;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;;;Más platos con verduras;No;Si, me gustan este tipo de eventos;;;0
8/27/2023 23:16:13;Hombre;18 a 25 años;Malvin ;Varias veces al año;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez, Ubicación conveniente, La decoración del lugar;Familiar, Bar de siempre, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Iluminación, Música;Sorrentinos;Poke;Nunca;No, no estoy interesado en este tipo de actividades;;;0
8/28/2023 13:54:39;Mujer;26 a 35 años;Ciudad de Tala, Canelones;Varias veces al año;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente, Ofertas y promociones especiales;Familiar, Bar de siempre, Restaurante, Parrillada;Excelente;Bueno: en general estoy satisfecho con el servicio;No me importa mucho, lo importante es la comida;Comodidad del mobiliario, Baños, Cambiador para bebés ;Tortilla, carnes, pizzas;;;No, no estoy interesado en este tipo de actividades;;;0
8/28/2023 13:55:11;Hombre;36 a 45 años;Tala- Canelones;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Familiar;Bueno;Bueno: en general estoy satisfecho con el servicio;No me importa mucho, lo importante es la comida;Comodidad del mobiliario, Baños;Carnes ;;Falta de cambiador de bebés ;No, no estoy interesado en este tipo de actividades;Poner cambiador de Bebés ;;0
8/28/2023 15:54:46;Mujer;26 a 35 años;Ciudad de la Costa ;Ocasionalmente;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente;Familiar, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Ninguno;Pasta, ensaladas, pollo;No me doy cuenta;No;Si, me gustan este tipo de eventos;No, así me gusta;;0
8/29/2023 12:39:38;Hombre;65 a 75 años;Malvin norte;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez;Familiar, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Ventilación, Calefacción, Baños;Las sugerencias del cheff/pescado/lechón ;Sidra ;Ninguno;Si, me gustan este tipo de eventos;Después de venir 35 años creo que ninguna;;0
